,Content ID,Content Type,Category,Reaction Type,Month,Score
13555,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,dislike,11,10
13556,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,scared,5,15
13557,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,interested,5,30
13558,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,interested,2,30
13559,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,peeking,11,35
13560,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,peeking,2,35
13561,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,cherish,11,70
13562,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,cherish,3,70
13563,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,cherish,9,70
13564,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,hate,12,5
13565,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,hate,11,5
13566,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,hate,2,5
13567,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,hate,5,5
13568,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,indifferent,6,20
13569,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,indifferent,12,20
13570,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,indifferent,8,20
13571,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,super love,12,75
13572,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,intrigued,6,45
13573,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,intrigued,2,45
13574,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,intrigued,9,45
13575,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,worried,3,12
13576,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,like,7,50
13577,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,like,4,50
13578,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,heart,1,60
13579,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,heart,12,60
13580,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,want,12,70
13581,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,want,4,70
13582,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,want,1,70
13583,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,adore,9,72
13584,c2640cbb-d9d4-424e-9ef5-a4c972ea2f09,photo,travel,adore,12,72
13585,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,disgust,12,0
13586,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,disgust,6,0
13587,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,disgust,8,0
13588,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,dislike,1,10
13589,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,dislike,2,10
13590,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,dislike,10,10
13591,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,scared,9,15
13592,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,scared,6,15
13593,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,scared,1,15
13594,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,interested,1,30
13595,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,interested,9,30
13596,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,peeking,4,35
13597,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,peeking,10,35
13598,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,cherish,11,70
13599,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,cherish,4,70
13600,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,cherish,2,70
13601,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,hate,2,5
13602,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,hate,3,5
13603,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,love,6,65
13604,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,indifferent,7,20
13605,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,intrigued,2,45
13606,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,worried,3,12
13607,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,like,2,50
13608,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,like,1,50
13609,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,heart,5,60
13610,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,heart,3,60
13611,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,want,7,70
13612,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,want,10,70
13613,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,want,6,70
13614,1735c0ee-4834-4428-8e6c-014e8fd44bc5,video,technology,adore,10,72
13684,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,disgust,5,0
13685,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,dislike,5,10
13686,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,dislike,2,10
13687,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,hate,9,5
13688,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,hate,11,5
13689,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,love,4,65
13690,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,love,5,65
13691,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,indifferent,8,20
13692,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,indifferent,7,20
13693,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,super love,9,75
13694,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,super love,3,75
13695,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,intrigued,5,45
13696,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,intrigued,6,45
13697,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,worried,7,12
13698,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,worried,11,12
13699,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,like,4,50
13700,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,like,8,50
13701,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,like,12,50
13702,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,heart,9,60
13703,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,want,1,70
13704,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,want,5,70
13705,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,adore,3,72
13706,c39f187c-932b-4403-ba6f-e081b235dbd4,video,travel,adore,11,72
13747,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,disgust,10,0
13748,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,scared,12,15
13749,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,scared,9,15
13750,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,interested,3,30
13751,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,interested,2,30
13752,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,peeking,7,35
13753,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,peeking,10,35
13754,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,cherish,9,70
13755,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,cherish,1,70
13756,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,hate,10,5
13757,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,love,12,65
13758,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,indifferent,8,20
13759,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,indifferent,12,20
13760,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,super love,3,75
13761,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,intrigued,12,45
13762,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,worried,7,12
13763,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,worried,12,12
13764,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,worried,8,12
13765,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,worried,10,12
13766,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,like,12,50
13767,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,heart,2,60
13768,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,heart,3,60
13769,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,want,5,70
13770,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,want,10,70
13771,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,adore,12,72
13772,0fbdd670-a266-4805-9bbc-c5ad73cf97b3,photo,technology,adore,9,72
13810,2f246c65-25f0-4144-b3f1-a180865b1766,video,technology,disgust,7,0
13811,2f246c65-25f0-4144-b3f1-a180865b1766,video,technology,scared,8,15
13812,2f246c65-25f0-4144-b3f1-a180865b1766,video,technology,scared,7,15
13813,2f246c65-25f0-4144-b3f1-a180865b1766,video,technology,peeking,11,35
13814,2f246c65-25f0-4144-b3f1-a180865b1766,video,technology,cherish,10,70
13815,2f246c65-25f0-4144-b3f1-a180865b1766,video,technology,hate,6,5
13816,2f246c65-25f0-4144-b3f1-a180865b1766,video,technology,hate,11,5
13817,2f246c65-25f0-4144-b3f1-a180865b1766,video,technology,super love,8,75
13818,2f246c65-25f0-4144-b3f1-a180865b1766,video,technology,intrigued,10,45
13819,2f246c65-25f0-4144-b3f1-a180865b1766,video,technology,heart,2,60
13820,2f246c65-25f0-4144-b3f1-a180865b1766,video,technology,want,4,70
13976,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,disgust,9,0
13977,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,disgust,10,0
13978,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,disgust,5,0
13979,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,disgust,2,0
13980,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,dislike,11,10
13981,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,interested,1,30
13982,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,interested,3,30
13983,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,interested,2,30
13984,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,interested,6,30
13985,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,interested,11,30
13986,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,peeking,9,35
13987,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,peeking,12,35
13988,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,cherish,5,70
13989,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,hate,7,5
13990,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,love,6,65
13991,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,love,8,65
13992,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,love,5,65
13993,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,super love,10,75
13994,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,super love,8,75
13995,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,intrigued,6,45
13996,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,intrigued,10,45
13997,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,heart,3,60
13998,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,heart,9,60
13999,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,want,7,70
14000,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,want,5,70
14001,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,audio,healthy eating,want,2,70
14002,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,disgust,5,0
14003,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,disgust,9,0
14004,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,dislike,8,10
14005,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,dislike,5,10
14006,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,scared,11,15
14007,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,scared,7,15
14008,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,scared,1,15
14009,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,interested,1,30
14010,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,interested,11,30
14011,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,interested,6,30
14012,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,interested,2,30
14013,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,peeking,1,35
14014,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,peeking,11,35
14015,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,cherish,3,70
14016,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,hate,4,5
14017,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,hate,6,5
14018,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,hate,3,5
14019,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,love,2,65
14020,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,love,6,65
14021,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,love,1,65
14022,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,love,3,65
14023,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,indifferent,10,20
14024,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,indifferent,12,20
14025,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,super love,11,75
14026,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,super love,2,75
14027,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,intrigued,2,45
14028,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,intrigued,7,45
14029,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,like,8,50
14030,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,like,12,50
14031,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,like,5,50
14032,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,heart,2,60
14033,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,heart,12,60
14034,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,want,1,70
14035,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,want,9,70
14036,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,want,7,70
14037,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,want,4,70
14038,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,adore,1,72
14039,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,adore,11,72
14040,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,adore,6,72
14041,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,adore,12,72
14042,b62831cc-7447-465b-9c58-1fc659b17310,audio,animals,adore,2,72
14134,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,disgust,8,0
14135,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,dislike,6,10
14136,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,scared,5,15
14137,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,scared,11,15
14138,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,scared,4,15
14139,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,interested,12,30
14140,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,interested,6,30
14141,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,interested,7,30
14142,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,peeking,11,35
14143,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,peeking,3,35
14144,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,cherish,4,70
14145,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,cherish,7,70
14146,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,cherish,5,70
14147,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,hate,2,5
14148,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,hate,1,5
14149,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,hate,6,5
14150,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,love,12,65
14151,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,indifferent,4,20
14152,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,indifferent,6,20
14153,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,super love,8,75
14154,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,super love,4,75
14155,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,super love,7,75
14156,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,super love,9,75
14157,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,intrigued,8,45
14158,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,intrigued,9,45
14159,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,intrigued,5,45
14160,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,worried,5,12
14161,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,worried,10,12
14162,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,worried,9,12
14163,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,worried,12,12
14164,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,like,1,50
14165,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,like,4,50
14166,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,heart,6,60
14167,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,heart,3,60
14168,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,heart,11,60
14169,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,heart,7,60
14170,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,want,10,70
14171,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,want,2,70
14172,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,want,7,70
14173,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,adore,9,72
14174,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,adore,7,72
14175,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,adore,4,72
14176,00d0cdf9-5919-4102-bf84-ebde253c3cd2,audio,healthy eating,adore,1,72
14177,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,photo,technology,scared,6,15
14178,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,photo,technology,scared,12,15
14179,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,photo,technology,scared,9,15
14180,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,photo,technology,interested,11,30
14181,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,photo,technology,indifferent,10,20
14182,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,photo,technology,like,4,50
14183,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,photo,technology,want,9,70
14184,7cb131be-2e2c-4c28-9e88-66cec9d34e4f,photo,technology,want,7,70
14185,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,disgust,5,0
14186,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,disgust,1,0
14187,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,disgust,3,0
14188,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,dislike,4,10
14189,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,dislike,1,10
14190,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,dislike,7,10
14191,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,scared,12,15
14192,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,interested,7,30
14193,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,interested,2,30
14194,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,peeking,5,35
14195,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,peeking,10,35
14196,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,peeking,8,35
14197,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,cherish,10,70
14198,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,cherish,1,70
14199,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,love,9,65
14200,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,indifferent,9,20
14201,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,indifferent,7,20
14202,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,indifferent,12,20
14203,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,super love,2,75
14204,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,intrigued,7,45
14205,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,heart,6,60
14206,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,want,11,70
14207,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,want,10,70
14208,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,adore,2,72
14209,87bf6cd4-f955-418b-aa84-9bfffcb4abeb,GIF,healthy eating,adore,12,72
14210,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,disgust,2,0
14211,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,disgust,9,0
14212,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,dislike,12,10
14213,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,scared,3,15
14214,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,interested,3,30
14215,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,peeking,1,35
14216,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,cherish,4,70
14217,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,cherish,1,70
14218,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,hate,7,5
14219,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,hate,5,5
14220,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,love,1,65
14221,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,love,2,65
14222,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,indifferent,11,20
14223,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,super love,8,75
14224,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,intrigued,5,45
14225,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,like,3,50
14226,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,heart,4,60
14227,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,heart,6,60
14228,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,adore,5,72
14229,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,adore,1,72
14230,80f6df7f-517f-4f0e-b6cb-004d61ad2bc8,photo,animals,adore,2,72
14235,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,disgust,9,0
14236,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,disgust,5,0
14237,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,disgust,12,0
14238,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,dislike,6,10
14239,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,dislike,5,10
14240,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,interested,6,30
14241,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,interested,3,30
14242,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,interested,11,30
14243,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,peeking,4,35
14244,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,cherish,11,70
14245,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,cherish,12,70
14246,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,cherish,5,70
14247,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,cherish,10,70
14248,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,love,8,65
14249,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,love,12,65
14250,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,love,7,65
14251,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,indifferent,3,20
14252,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,indifferent,10,20
14253,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,super love,8,75
14254,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,super love,12,75
14255,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,super love,7,75
14256,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,super love,4,75
14257,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,worried,7,12
14258,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,worried,10,12
14259,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,like,7,50
14260,baadf2d9-ab5b-458d-a3cf-37c39a69be50,GIF,technology,like,6,50
